Heart_Rate_Variability,Body_Temperature,Movement_During_Sleep,Sleep_Duration_Hours,Sleep_Quality_Score,Caffeine_Intake_mg,Stress_Level,Bedtime_Consistency,Light_Exposure_hours
79.93428306022466,37.199677718293,1.3248217250256185,4.638288663183913,1.0,107.62403179772967,2.771837283533825,0.6570370164620752,7.933949472560879
67.2347139765763,36.962316841456385,1.855481329284482,6.209422483830747,1.0,104.6585891616146,3.7381383325244197,0.14446380752595972,6.992699479248808
82.95377076201385,36.529815184960086,1.2075800790000386,6.879591699867533,10.0,0.0,3.1158796328515104,0.642949129977789,7.655250085092676
100.46059712816052,36.17653161114721,1.6920384703609597,10.331531486010284,1.0,116.99098082985627,3.9040083625177244,0.4532551884296549,9.4294634550354
65.31693250553329,36.8491116568068,0.10638533304621434,8.334829686800637,1.0,223.28290818217448,4.571699378577622,0.6414915421728762,10.555713310061028
65.3172608610164,36.69674269271088,2.2132937073729386,5.4967776463501625,7.1221526672184945,22.576788092320484,6.674308972662769,0.6553863384709657,9.140974661727148
101.58425631014782,36.94759661001387,2.0012054753622244,8.229054434126455,1.0,254.84826510505923,4.357681922588595,0.8215830122238315,8.203446416943539
85.34869458305818,36.81758590084098,1.1829113689318094,5.179044016592451,1.0,198.77748210843382,1.8287485864608146,0.7706907295242407,10.996023540608855
60.610512281300956,37.02477635765967,2.659245668432405,9.12403658083061,2.4092370548842656,76.57666780289621,7.280135692990321,0.7693143325220593,7.374327053896955
80.8512008717193,36.23238239421972,2.937570137626558,6.793313022273182,1.0,135.84703626621527,3.325819732769921,0.7887340638332476,10.061838676733814
60.73164614375075,37.158697032817166,0.39244013563102587,7.359545716891244,1.0,309.8321807641033,4.882559145790743,0.5582757969631892,7.423874403297443
60.68540492859486,36.5987998023462,1.2372752214337859,9.488694971313285,1.0,223.35478135058656,5.893073013881423,0.5064370174073679,8.862045916021787
74.83924543132068,37.53763043631263,1.2308576502127018,5.569254647123625,1.0,150.87836548981477,5.399220836805566,0.6745634166356669,7.772874870419097
31.73439510684404,36.15540609095522,1.0600968988911355,5.404322722330513,1.0,126.23166830390157,7.1883590950429515,0.6464161902866045,7.888295634694378
35.501643349739346,37.367981901582624,2.8294748419317486,6.624601010480992,1.0,157.66090704516597,5.958006286785518,0.43818675265234797,7.24522696507558
58.754249415180546,36.59895539173132,1.8061738612271965,9.057568276528976,1.4858606227661448,98.82364420576965,3.277380840605784,0.5809646817616536,10.689708062361388
49.74337759331152,36.174290998192774,1.7354851586893894,5.220980886784736,9.080636463772521,0.0,9.357124347983323,0.49298070664308113,6.53414792378293
76.28494665190547,36.25805708297284,-0.0038623644067534713,3.251766602834147,1.0,354.2177910534731,5.388666926676467,0.3292134183079888,6.519535494902583
51.83951848957578,36.33982634590284,2.6354180302092263,6.823261712386502,1.0,165.53249991994014,4.7053195467569875,0.75809214827527,12.24198713169022
41.75392597329417,36.71208297320096,0.7607416051465274,8.32761119986638,1.0,189.8147265122537,6.927850846111141,0.5110398485060178,9.955695129308662
99.31297537843108,36.76141774401775,2.0599326302663283,9.300392624608243,1.0,144.20922501230913,5.498901891860145,0.9097416515397702,3.2297726026139273
65.4844739902693,36.21314999803071,2.277376937958192,6.805257956871902,2.5069148751726074,76.4883199275412,5.798456385878654,0.17490154596003343,6.869482521579193
71.35056409375848,36.48782270386951,3.3606585958386512,6.882860089325996,1.0,131.40755190512292,9.984367997201375,0.38864424543132675,4.376021324875891
41.505036275730866,37.571135179305934,0.6911796008808879,9.230851101383621,10.0,0.0,4.449757143489907,0.5065277673381743,6.0986186131694895
59.11234550949635,37.36377158505036,-1.0195121558208253,4.695387450456869,1.0,377.7086498053304,4.364478211965208,0.7274762195257828,1.7229706675319205
72.21845179419732,36.71816183483702,2.183849544753695,6.917218837225486,7.491782520949554,26.548800157760397,5.233157024024927,0.5798938745204371,7.7260208446121155
46.980128451553945,36.5190017390841,3.8005111815108537,7.785635834887587,4.545444348532154,46.803371615282046,7.143031871162077,0.5620945508361503,5.716116361677377
77.51396036691344,36.56001566335913,3.238946352939437,8.173828081927551,1.0,105.97407956135996,1.9869319396192018,0.27454724148917053,8.119810513592876
57.9872262016239,36.80675898636521,2.2096594152746256,6.735289960213676,1.0,278.80757248523776,1.0688882170469896,0.26861172055410576,4.74975748223495
64.16612500413447,35.9886037174008,1.5083638143679527,7.551661517558762,1.0,151.4508999262654,3.825769458759705,0.5645009320579809,8.16582370634408
57.96586775541206,36.37131173128833,2.8071225966373103,3.7675089698805158,7.128029135955675,26.386420396953753,1.7321540818814256,0.22717880123632833,7.170167443759345
107.04556369017875,35.66570796306121,1.0264538002955312,6.512627381499227,1.0,275.43383607573395,4.150337304948723,0.3936244499421343,11.003905930377192
69.73005550524132,36.69961156130264,2.4763577693562193,8.180263068831701,1.0,223.10006267854814,6.004999392258581,0.6001834658171715,10.82271372349125
48.84578142088199,36.82359796985137,2.505470159166627,6.02655894861798,1.0,203.84349572164524,3.218502272895473,0.3035351455446448,9.570691206020566
86.45089824206377,36.258406768850314,3.06020990749888,7.5884763323843964,1.0,221.57342411708404,2.146346846437315,0.8210711924723613,7.346772438677575
45.58312700057955,37.28699338164502,4.759660038911077,8.170308751204047,1.0,389.4361900582451,5.1386743234306955,0.7447872688475781,11.970760790520586
74.1772719000951,35.88711716849883,2.392415967178767,6.986176198713353,1.0,368.50948950361123,6.7250869692303406,0.18571600033233993,4.893929444320358
30.806597522404488,35.76781255989509,1.4910363742925012,7.755695656494856,3.4695704395600013,81.32846569967047,1.6100531229667747,0.31352575136360256,5.192882740872674
43.436279022031385,36.612225909279985,1.9744256878080055,6.055901152073082,1.0,312.38849928111523,6.640464796611968,0.04284455110100999,7.832433800221871
73.93722471738246,37.02354915130608,0.23092409511088174,7.19008308045593,1.0,188.31681897589004,6.634612407476652,0.3434817274903733,12.508076217842238
